batch_index,direction,level,category,broken_idx,dist_traveled_50,ret_10,ret_20,ret_50
158,-1,1.0866899490356445,matched,7194,0.0020499490356444827,0.00023994903564461545,-0.000170050964355406,-0.0014000509643554704
159,1,1.0873899459838867,matched,7240,0.002410054016113383,0.0006100540161133594,0.0002500540161132214,3.005401611333447e-05
160,-1,1.0866600275039673,matched,7274,0.0031400275039672465,9.002750396724934e-05,0.00012002750396722384,-0.0019899724960326104
161,1,1.0888999700546265,matched,7331,0.0022300299453734684,0.00040002994537347014,0.001040029945373444,-0.002449970054626549
162,1,1.090149998664856,matched,7357,0.0022100013351440406,-0.0003699986648559861,-0.001449998664855956,-0.002369998664855988
163,-1,1.0867600440979004,matched,7374,0.0010200440979004632,0.0004100440979004638,-0.0026399559020995333,-0.00466995590209951
164,1,1.0884900093078613,matched,7390,0.0039699906921386585,0.0005899906921387199,0.002659990692138736,0.002899990692138754
165,1,1.091770052909851,matched,7424,0.0011699470901489484,0.00031994709014893097,0.0001499470901489275,-0.0020100529098510123
166,1,1.092170000076294,matched,7454,0.0007699999237060773,-0.0009100000762940486,-0.00022000007629396912,-0.0034000000762939298
167,-1,1.0892599821090698,matched,7478,0.004199982109069911,-0.00016001789093023078,0.002559982109069825,-0.00018001789093013976
168,1,1.089460015296936,matched,7524,0.0005699847030640193,0.0002699847030640523,-0.0021500152969360364,-0.0003800152969359871
169,1,1.087399959564209,matched,7553,0.0021400404357909686,0.0005300404357910793,0.0005400404357909228,-0.0004899595642089416
170,-1,1.0859400033950806,matched,7580,0.002160003395080601,-0.0004499966049194004,-0.0009399966049195019,-0.0010299966049194254
171,1,1.08719003200531,matched,7618,0.0007399679946900051,-0.00037003200531016134,-3.200530995783879e-08,-0.0015200320053101457
172,1,1.0874899625778198,matched,7636,0.0038900374221801926,-0.0006899625778198359,-0.0005599625778198725,0.0021600374221801832
173,-1,1.0890699625015259,matched,7675,0.005139962501525819,0.0019899625015258326,0.003479962501525824,0.0033099625015258205
174,-1,1.087980031967163,matched,7683,0.004050031967163026,0.0018000319671631626,0.003310031967163063,0.003330031967163194
175,-1,1.0839500427246094,matched,7739,0.0037800427246093005,-0.00046995727539056453,0.0014300427246094483,-0.0025699572753905553
176,1,1.0838799476623535,matched,7770,0.0036200523376463956,0.0020900523376465863,0.003010052337646396,0.0018500523376465683
177,-1,1.0859899520874023,matched,7819,0.0007599520874024268,-5.004791259755059e-05,0.0004899520874024343,-0.002340047912597676
178,1,1.0910899639129639,matched,7875,0.012200036087036237,0.0004900360870361276,0.00846003608703616,0.010640036087036231
179,-1,1.0991300344467163,matched,7949,0.010600034446716311,5.003444671625168e-05,0.0008500344467163856,0.008000034446716375
180,-1,1.0905300378799438,matched,8003,0.0023300378799437915,0.0010800378799438182,0.0013600378799438761,-0.0021199621200560514
181,-1,1.089229941368103,matched,8012,0.006579941368103137,0.0001799413681029538,-0.0006100586318968926,0.005139941368103029
182,-1,1.0826499462127686,matched,8071,0.004789946212768514,-0.000930053787231433,0.0025699462127686257,0.003279946212768614
183,-1,1.079010009765625,matched,8126,0.008060009765624931,0.0004800097656250113,0.002880009765624969,0.006370009765624962
184,-1,1.0756800174713135,matched,8156,0.004730017471313408,0.0015000174713135639,0.004190017471313423,0.0021300174713134723
185,1,1.0735000371932983,matched,8316,0.002589962806701651,-7.003719329823355e-05,-0.000780037193298444,-0.0004100371932982405
186,1,1.0739599466323853,matched,8322,0.002130053367614737,0.0007900533676148402,0.00046005336761467674,-0.002379946632385277
187,-1,1.0725799798965454,matched,8351,0.0017499798965454616,-0.0009600201034545286,0.00018997989654545577,-0.0003300201034546202
188,1,1.0769000053405762,matched,8431,0.0021799946594238673,8.999465942371998e-05,0.0011099946594237409,-0.0032500053405761786
189,-1,1.0725699663162231,matched,8495,0.004439966316223121,0.0004899663162232226,9.966316223186666e-06,0.0029699663162230383
190,-1,1.0691699981689453,matched,8535,0.00252999816894528,-0.0004300018310547937,0.001609998168945248,0.00148999816894535
191,-1,1.0671199560165405,matched,8580,0.0015699560165405302,0.00035995601654059683,0.0004099560165404803,-0.00226004398345947
192,1,1.0685100555419922,matched,8629,0.00516994445800778,0.0019899444580078196,0.003559944458007891,0.004829944458007773
193,1,1.0727499723434448,missed,8655,0.001240027656555176,-0.0006299723434448623,-0.00038997234344484433,0.0010300276565551325
194,1,1.073989987373352,matched,8702,0.00646001262664786,0.0009400126266478903,0.0019100126266480277,-0.0013999873733521184
195,-1,1.073199987411499,matched,8781,0.0031999874114989613,0.000729987411498989,0.001309987411499014,0.002129987411499057
196,-1,1.0714499950408936,matched,8798,0.005389995040893547,-0.0002100049591065023,-0.0006700049591064072,0.004509995040893555
197,-1,1.0674099922180176,matched,8831,0.0013499922180175705,-0.0008100077819823692,-0.0010900077819824272,-0.0038400077819824574
198,1,1.0691499710083008,matched,8868,0.003100028991699144,0.0014500289916992148,0.0017700289916993128,0.0010400289916991934
199,-1,1.0693700313568115,matched,8922,0.00391003135681145,0.0030800313568115634,0.000990031356811416,0.0033600313568116214
200,-1,1.0669900178909302,matched,8926,0.002130017890930258,-0.0012099821090698626,-0.0023499821090697814,0.0020400178909301125
201,-1,1.065500020980835,matched,8971,0.00422002098083496,0.0007300209808349667,0.002040020980834889,0.0006600209808349522
202,1,1.0686800479888916,matched,9077,0.001789952011108431,0.0005499520111083012,0.0006199520111083157,-0.00019004798889166175
203,-1,1.0683499574661255,matched,9148,0.0023899574661254697,-2.004253387455357e-05,0.0014299574661253978,0.0023299574661255207
204,1,1.0669599771499634,matched,9217,0.00287002285003668,-0.0013199771499634583,-0.0023899771499633626,-0.0013499771499634328
205,1,1.065250039100647,matched,9253,0.001149960899353042,0.00012996089935302102,0.0003599608993529735,-0.0015600391006469483
206,-1,1.0653599500656128,matched,9272,0.0036299500656127304,-0.00035004993438714216,0.0007799500656127112,0.0031499500656126944
207,-1,1.0651299953460693,matched,9286,0.0033999953460692733,0.0005799953460692286,0.0016799953460693295,0.002669995346069376
208,-1,1.0646899938583374,matched,9287,0.004769993858337429,0.001239993858337396,5.999385833743709e-05,0.004519993858337346
209,-1,1.0617300271987915,matched,9329,0.0018100271987915306,0.0015700271987915126,0.0009900271987914877,-0.0009799728012085396
210,1,1.0621600151062012,matched,9359,0.0006199848937988861,-0.0003300151062011203,-0.0008000151062010907,-0.002170015106201184
211,1,1.0601600408554077,missed,9448,0.0012699591445923808,9.959144592341929e-06,-7.004085540773808e-05,-0.0049500408554077335
212,-1,1.0542900562286377,matched,9561,0.0009900562286377923,-0.001239943771362384,-0.0002799437713623121,-0.002019943771362387
213,-1,1.0540000200271606,matched,9563,0.0007000200271607415,-0.0004399799728393994,-0.0015899799728393837,-0.005199979972839275
214,1,1.0561399459838867,matched,9583,0.005850054016113271,0.00017005401611336346,0.002470054016113332,0.0041200540161132615
215,1,1.056939959526062,matched,9594,0.005050040473937978,0.002050040473938086,0.0022800404739380387,0.004030040473937957
216,-1,1.0646599531173706,matched,9843,0.0064699531173706415,0.0003099531173706982,0.0010199531173706866,0.004439953117370665
217,-1,1.063539981842041,matched,9858,0.005889981842041037,0.0007599818420409576,0.0007599818420409576,0.004239981842041107
